"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"773","Hunter Shinkaruk","CGY","C","7","74.083333333333","0","1","0","1","1","100.00","5","0.00","0.64","11","7","8","4","1","1","2","1","1","0","0","1","1","2","3","10","3","0","0","-"
"781","Chris Bigras","COL","D","15","207.9","0","1","0","1","1","25.00","8","0.00","0.44","23","13","4","1","0","1","2","1","1","0","0","2","8","1","12","12","15","0","0","-"
"791","Nick Sorensen","ANA","R","5","54.45","0","1","0","1","1","100.00","7","0.00","0.37","9","8","5","1","0","1","2","1","1","0","0","0","0","0","2","6","3","1","0","100.00"
"828","Sergey Tolchinsky","CAR","L","2","22.95","0","1","1","0","1","100.00","2","0.00","0.09","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","-"
"835","Tyler Gaudet","ARI","C","4","51.95","0","1","1","0","1","100.00","3","0.00","0.33","9","6","7","2","0","1","0","0","0","0","0","0","0","0","3","1","1","14","21","40.00"
"899","Brett Lernout","MTL","D","20","339.03333333333","0","1","0","1","1","14.29","17","0.00","0.36","42","28","4","0","1","4","6","3","3","0","0","0","11","4","64","26","21","0","0","-"
"911","Michael Bunting","ARI","L","5","47.783333333333","1","0","0","0","1","100.00","5","20.00","0.63","11","8","7","5","0","2","2","1","1","0","0","1","0","0","6","7","1","0","0","-"
"914","Shane Gersich","WSH","L","3","27.05","0","1","1","0","1","100.00","4","0.00","0.25","6","4","3","2","0","0","0","0","0","0","0","0","0","3","0","4","2","0","0","-"
"918","Rourke Chartier","S.J","C","13","122.23333333333","1","0","0","0","1","50.00","19","5.26","1.42","33","27","13","7","1","1","2","1","1","0","0","3","1","0","14","18","3","34","51","40.00"
"924","Jacob Middleton","S.J","D","3","29.8","0","1","0","1","1","50.00","0","-","0.02","1","1","0","0","0","0","2","1","1","0","0","0","1","1","1","2","2","0","0","-"
"932","Matt Lorito","DET","L","2","28.866666666667","0","1","0","1","1","50.00","6","0.00","0.46","8","7","6","2","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","-"
"976","Jeremy Lauzon","BOS","D","16","248.61666666667","1","0","0","0","1","33.33","11","9.09","0.35","29","17","6","1","2","1","2","1","1","0","0","0","5","4","15","22","15","0","0","-"
"983","Zach Senyshyn","BOS","R","2","23.183333333333","1","0","0","0","1","100.00","4","25.00","1.14","8","7","8","3","1","0","0","0","0","0","0","0","1","0","1","2","0","0","0","-"
"1026","Ryan Lomberg","CGY","L","11","71.683333333333","0","1","1","0","1","33.33","6","0.00","0.38","9","7","4","2","0","1","32","6","1","4","1","9","1","1","23","6","1","0","2","0.00"
"1044","Libor Hajek","NYR","D","5","82.65","1","0","0","0","1","33.33","10","10.00","0.27","11","10","2","0","0","1","6","3","3","0","0","0","5","4","5","14","3","0","0","-"
"1056","Logan Brown","OTT","C","6","53.55","0","1","0","1","1","50.00","6","0.00","0.74","10","9","8","4","0","0","0","0","0","0","0","0","4","3","1","3","2","6","14","30.00"
"1059","Dante Fabbro","NSH","D","4","50.95","1","0","0","0","1","100.00","5","20.00","0.08","7","5","1","0","0","0","0","0","0","0","0","0","1","2","3","6","6","0","0","-"
"1074","Ben Gleason","DAL","D","4","59.516666666667","0","1","1","0","1","50.00","2","0.00","0.06","4","2","1","1","0","0","0","0","0","0","0","1","3","4","2","1","1","0","0","-"
"1078","Jacob MacDonald","FLA","D","2","24.1","1","0","0","0","1","100.00","1","100.00","0.06","4","3","1","0","0","1","0","0","0","0","0","0","2","0","1","5","1","0","0","-"
"1090","Blake Hillman","CHI","D","4","72.116666666667","1","0","0","0","1","100.00","5","20.00","0.07","10","7","1","0","0","0","0","0","0","0","0","0","0","0","5","8","8","0","0","-"
"1094","Vadim Shipachyov","VGK","C","3","31.766666666667","1","0","0","0","1","33.33","3","33.33","0.55","8","8","5","1","0","0","2","1","1","0","0","1","0","0","1","5","0","12","9","57.14"
"1098","Zack MacEwen","VAN","C","4","28.733333333333","0","1","1","0","1","100.00","2","0.00","0.35","4","4","2","1","0","0","5","1","0","1","0","1","4","0","4","4","1","0","1","0.00"
"1108","Jaret Anderson-Dolan","L.A","C","5","58.016666666667","0","1","1","0","1","50.00","6","0.00","0.61","10","8","3","2","0","0","0","0","0","0","0","2","2","2","5","8","2","4","5","44.44"
"1112","Kristian Vesalainen","WPG","L","5","34.2","0","1","0","1","1","100.00","1","0.00","0.08","2","2","1","1","0","0","0","0","0","0","0","0","2","0","1","4","1","0","0","-"
"1115","Owen Tippett","FLA","R","7","77.816666666667","1","0","0","0","1","33.33","17","5.88","1.01","31","21","11","1","0","1","0","0","0","0","0","0","2","2","3","1","4","0","2","0.00"
"1117","Alex Formenton","OTT","L","10","109.91666666667","1","0","0","0","1","33.33","16","6.25","1.45","25","22","19","10","2","2","6","3","3","0","0","8","6","4","12","15","8","1","2","33.33"
"1125","Alexandre Texier","CBJ","C","2","25.533333333333","1","0","0","0","1","33.33","6","16.67","0.63","8","8","5","5","0","1","0","0","0","0","0","0","2","0","2","2","1","0","1","0.00"
"1136","Victor Ejdsell","CHI","C","6","79.9","0","1","0","1","1","33.33","7","0.00","0.34","16","8","9","0","0","0","0","0","0","0","0","0","0","2","6","11","6","20","40","33.33"
"1142","Henrik Haapala","FLA","L","5","68.5","0","1","0","1","1","50.00","3","0.00","0.4","3","3","2","1","0","0","0","0","0","0","0","0","4","0","5","5","3","0","0","-"
"1161","Evan Bouchard","EDM","D","7","86.483333333333","1","0","0","0","1","50.00","10","10.00","0.44","25","16","3","1","1","2","2","1","1","0","0","1","2","3","6","2","8","0","0","-"
"1186","Jimmy Schuldt","VGK","D","1","21.05","0","1","1","0","1","50.00","1","0.00","0.03","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","-"
"61","Zbynek Michalek","ARI","D","3","52.983333333333","0","0","0","0","0","0.00","3","0.00","0.04","5","3","1","0","0","0","0","0","0","0","0","0","3","0","7","4","5","0","0","-"
"90","Steve Bernier","NYI","R","4","40.216666666667","0","0","0","0","0","0.00","4","0.00","0.52","6","5","6","4","0","0","0","0","0","0","0","1","0","0","11","5","1","2","2","50.00"
"107","Clarke MacArthur","OTT","L","4","53.95","0","0","0","0","0","-","5","0.00","0.48","13","9","6","1","1","0","0","0","0","0","0","0","1","1","4","3","1","0","1","0.00"
"136","Nicklas Grossmann","CGY","D","3","39.033333333333","0","0","0","0","0","0.00","3","0.00","0.05","7","3","1","0","0","0","2","1","1","0","0","0","1","0","7","5","1","0","0","-"
"143","Kevin Porter","PIT","C","2","22.5","0","0","0","0","0","-","0","-","0.09","2","1","1","1","0","0","0","0","0","0","0","0","0","2","5","1","1","7","12","36.84"
"147","Adam Pardy","NSH","D","4","43.966666666667","0","0","0","0","0","0.00","4","0.00","0.13","6","5","1","0","0","1","6","3","3","0","0","0","0","1","3","6","3","0","0","-"
"156","Mike Blunden","OTT","R","3","22.75","0","0","0","0","0","-","2","0.00","0.28","2","2","1","1","0","0","4","2","2","0","0","2","0","0","12","5","0","0","0","-"
"157","Mason Raymond","ANA","L","4","35.633333333333","0","0","0","0","0","-","3","0.00","0.1","5","4","1","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","1","0.00"
"182","Cody Bass","NSH","C","9","60.9","0","0","0","0","0","-","1","0.00","0.01","3","1","1","0","0","0","19","5","2","3","0","4","1","2","14","10","4","0","2","0.00"
"189","Nathan Gerbe","CBJ","C","2","17.2","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","-"
"198","Bracken Kearns","NYI","C","2","22.383333333333","0","0","0","0","0","-","3","0.00","0.18","5","5","2","1","0","0","2","1","1","0","0","0","0","0","5","5","2","10","7","58.82"
"206","Will O'Neill","PHI","D","1","9.4166666666667","0","0","0","0","0","-","3","0.00","0.06","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","-"
"231","Jamie McBain","ARI","D","3","50","0","0","0","0","0","0.00","3","0.00","0.12","8","5","1","0","0","0","0","0","0","0","0","0","1","1","0","3","4","0","0","-"
"242","Trevor Smith","NSH","C","1","7.3333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","8","0.00"
"245","Luke Gazdic","N.J","L","11","78.45","0","0","0","0","0","-","3","0.00","0.6","5","4","5","4","0","0","12","3","1","2","0","4","0","1","16","4","6","0","0","-"
"265","Anthony Peluso","CGY, WSH","R","6","25.733333333333","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","11","4","3","1","0","3","2","2","8","5","0","0","0","-"
"270","Brad Malone","EDM","C","23","199.13333333333","0","0","0","0","0","0.00","22","0.00","1.69","29","27","17","9","0","0","10","5","5","0","0","1","4","3","54","19","8","53","50","51.46"
"277","Corey Tropp","ANA","R","1","9.4666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"360","Simon Despres","ANA","D","1","16.133333333333","0","0","0","0","0","-","1","0.00","0.04","2","2","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","-"
"386","Taylor Beck","EDM, NYR","L","5","44.05","0","0","0","0","0","-","5","0.00","0.3","11","5","4","3","0","0","4","2","2","0","0","0","2","1","5","6","0","0","1","0.00"
"400","Linden Vey","CGY","R","4","44.066666666667","0","0","0","0","0","-","1","0.00","0.5","5","3","3","3","0","0","0","0","0","0","0","0","2","0","1","2","0","9","15","37.50"
"419","Garrett Mitchell","WSH","R","1","8.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0.00"
"420","Mitch Callahan","DET","R","4","27.25","0","0","0","0","0","-","2","0.00","0.15","6","3","2","1","0","0","0","0","0","0","0","0","0","1","3","3","2","0","0","-"
"427","Ben Sexton","OTT","C","2","20.55","0","0","0","0","0","-","1","0.00","0.04","1","1","1","0","0","0","0","0","0","0","0","0","1","0","6","5","0","3","2","60.00"
"449","Mark Alt","COL, PHI","D","17","206.55","0","0","0","0","0","0.00","13","0.00","0.31","33","19","4","0","0","3","2","1","1","0","0","1","4","3","17","40","20","0","0","-"
"472","Quinton Howden","WPG","C","5","43.283333333333","0","0","0","0","0","0.00","5","0.00","0.55","6","5","5","3","1","1","0","0","0","0","0","0","0","1","4","10","0","0","2","0.00"
"473","Emerson Etem","ANA","L, R","3","26.416666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","4","3","0","0","1","0.00"
"475","Petter Granberg","NSH","D","10","96.266666666667","0","0","0","0","0","0.00","4","0.00","0.08","6","5","1","0","0","0","10","5","5","0","0","1","1","0","17","16","9","0","0","-"
"513","Andrew Crescenzi","L.A","C","2","15.716666666667","0","0","0","0","0","-","0","-","0.08","1","1","1","1","0","0","2","1","1","0","0","0","0","1","4","1","0","8","8","50.00"
"524","Patrick Cannone","MIN","C","3","23.65","0","0","0","0","0","0.00","2","0.00","0.17","3","2","3","1","0","0","0","0","0","0","0","0","2","1","2","4","1","11","10","52.38"
"525","Colin Blackwell","NSH","C","6","58.433333333333","0","0","0","0","0","-","5","0.00","0.63","12","9","9","2","1","1","2","1","1","0","0","1","3","2","10","12","3","13","16","44.83"
"527","Alex Broadhurst","CBJ","C","2","20.083333333333","0","0","0","0","0","-","1","0.00","0.35","3","3","3","0","0","1","2","1","1","0","0","0","2","2","0","0","0","0","0","-"
"534","Frank Corrado","PIT, TOR","D","9","100.58333333333","0","0","0","0","0","0.00","9","0.00","0.37","22","18","2","0","0","0","10","5","5","0","0","2","3","2","9","11","8","0","0","-"
"538","Chase Balisy","FLA","C","8","78.533333333333","0","0","0","0","0","-","6","0.00","0.88","13","9","7","4","1","0","0","0","0","0","0","1","2","5","4","5","2","11","19","36.67"
"555","TJ Tynan","CBJ","C","3","22.45","0","0","0","0","0","-","3","0.00","0.27","7","5","5","2","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","-"
"558","Steven Fogarty","NYR","C","11","89.866666666667","0","0","0","0","0","0.00","10","0.00","0.54","13","12","5","3","2","0","2","1","1","0","0","0","4","4","8","7","3","8","19","29.63"
"559","Keegan Lowe","EDM","D","2","27.8","0","0","0","0","0","0.00","4","0.00","0.53","10","5","5","2","0","1","0","0","0","0","0","0","1","1","1","4","1","0","0","-"
"562","Daniel Catenacci","NYR","C","1","11.05","0","0","0","0","0","-","1","0.00","0.26","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","-"
"569","Alexandre Grenier","VAN","R","3","19.45","0","0","0","0","0","-","1","0.00","0.02","4","2","1","0","0","0","0","0","0","0","0","0","0","0","3","1","0","2","0","100.00"
"571","Dillon Simpson","EDM","D","3","32.65","0","0","0","0","0","0.00","2","0.00","0.06","5","3","1","0","0","0","2","1","1","0","0","0","1","0","3","3","2","0","0","-"
"572","Robbie Russo","DET","D","19","305.31666666667","0","0","0","0","0","0.00","18","0.00","0.48","40","31","2","2","1","0","2","1","1","0","0","2","13","0","24","47","13","0","0","-"
"576","Joseph LaBate","VAN","C","13","87.933333333333","0","0","0","0","0","0.00","5","0.00","0.53","13","9","7","2","0","0","21","6","3","3","0","5","1","3","23","10","2","1","0","100.00"
"595","Tyler Wotherspoon","CGY","D","4","43.6","0","0","0","0","0","-","4","0.00","0.15","8","5","2","1","0","0","0","0","0","0","0","0","4","1","3","4","2","0","0","-"
"614","Mark McNeill","DAL","C","1","13.816666666667","0","0","0","0","0","-","1","0.00","0.11","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","3","1","0","2","0.00"
"622","Nicklas Jensen","NYR","R","7","64.566666666667","0","0","0","0","0","0.00","8","0.00","0.34","18","11","4","1","2","0","0","0","0","0","0","0","1","2","7","5","2","0","0","-"
"627","Ben Thomson","N.J","L","3","32.666666666667","0","0","0","0","0","-","7","0.00","0.85","8","8","6","4","0","2","4","2","2","0","0","1","1","0","7","7","1","0","1","0.00"
"634","Bobby Farnham","MTL","R","3","24.816666666667","0","0","0","0","0","-","4","0.00","0.3","4","4","4","2","1","1","17","3","1","1","1","1","0","0","8","3","2","1","0","100.00"
"639","Spencer Abbott","CHI","L","1","8.5666666666667","0","0","0","0","0","-","1","0.00","0.1","2","1","1","1","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","-"
"653","Nicolas Kerdiles","ANA","L","3","18.633333333333","0","0","0","0","0","0.00","0","-","0.13","2","1","1","1","1","0","0","0","0","0","0","0","2","0","1","2","2","1","1","50.00"
"683","Tanner Richard","T.B","C","3","38.116666666667","0","0","0","0","0","-","1","0.00","0.08","3","2","1","0","0","0","2","1","1","0","0","0","1","2","6","6","2","13","17","43.33"
"700","Trevor Carrick","CAR","D","2","19.016666666667","0","0","0","0","0","-","1","0.00","0.03","3","2","1","0","0","0","7","2","1","1","0","1","0","0","1","3","1","0","0","-"
"713","Petteri Lindbohm","STL","D","7","90.883333333333","0","0","0","0","0","0.00","10","0.00","0.27","19","12","4","0","0","0","4","2","2","0","0","1","1","1","10","7","5","0","0","-"
"715","Riley Barber","WSH","R","3","25.733333333333","0","0","0","0","0","-","2","0.00","0.11","3","2","1","0","1","0","0","0","0","0","0","0","0","0","1","4","0","0","0","-"
"723","Brady Austin","BUF","D","5","80.45","0","0","0","0","0","0.00","8","0.00","0.14","10","9","1","0","1","1","4","2","2","0","0","0","2","1","6","8","0","0","0","-"
"726","Liam O'Brien","WSH","C","4","26.883333333333","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","5","1","0","1","0","1","1","1","5","7","0","0","2","0.00"
"729","Evan McEneny","VAN","D","1","15.133333333333","0","0","0","0","0","0.00","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"732","Buddy Robinson","OTT","R","4","27.783333333333","0","0","0","0","0","-","4","0.00","0.51","5","5","4","3","0","1","2","1","1","0","0","0","1","1","9","4","0","0","0","-"
"751","Carson Soucy","MIN","D","3","44.533333333333","0","0","0","0","0","-","4","0.00","0.06","5","4","0","0","0","0","2","1","1","0","0","3","0","1","4","3","3","0","0","-"
"754","Sean Malone","BUF","C","1","12.2","0","0","0","0","0","-","1","0.00","0.12","2","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","5","3","62.50"
"756","Tyrell Goulbourne","PHI","L","11","65.066666666667","0","0","0","0","0","0.00","5","0.00","0.31","9","8","6","4","0","0","2","1","1","0","0","0","0","2","21","9","2","0","0","-"
"768","Justin Auger","L.A","R","2","15.983333333333","0","0","0","0","0","-","1","0.00","0.07","3","2","2","0","1","0","0","0","0","0","0","1","0","0","2","1","2","0","0","-"
"777","Morgan Klimchuk","CGY","L","1","7.4166666666667","0","0","0","0","0","-","0","-","0.06","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","3","0","0","0","-"
"813","Samuel Morin","PHI","D","8","111.25","0","0","0","0","0","0.00","8","0.00","0.3","16","10","4","0","1","1","8","4","4","0","0","0","6","3","23","20","8","0","0","-"
"827","Dakota Mermis","ARI","D","10","110.2","0","0","0","0","0","0.00","7","0.00","0.11","11","8","0","0","0","0","0","0","0","0","0","0","1","0","5","13","6","0","0","-"
"830","Curtis Valk","FLA","C","1","3.4166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0.00"
